COMMENTARY17_VARIANT1,,"That's a goal for %s, unlucky %s redirected it into his own net!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY18_VARIANT1,,"GOAL to %s, %s unluckily hit into his own net!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY19_VARIANT1,,"GOAL to %s, %s scoring a stunning goal unfortunately at the wrong end!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY2_VARIANT1,"%s (%s) took the penalty poorly, saved!","%s (%s) took the penalty poorly, saved!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY20_VARIANT1,,"GOAL for %s, %s with a terrible back pass to his keeper.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY21_VARIANT1,,OWN GOAL - great for %s but unlucky for %s!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY22_VARIANT1,,%s score what an awesome strike by %s!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY23_VARIANT1,,%s score thanks to brilliant work by %s!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY24_VARIANT1,,GOAL to %s. That was a brilliant finish by %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY25_VARIANT1,,GOAL to %s. Fantastic work by %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY26_VARIANT1,,GOAL to %s. %s did really well there.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY27_VARIANT1,,GOAL to %s. %s will be pleased with that!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY28_VARIANT1,,%s (%s) scores from the corner kick!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY29_VARIANT1,,%s score thanks to a wonderful free-kick by %s!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY3_VARIANT1,The penalty is missed by %s (%s).,%s (%s) missed the penalty.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY30_VARIANT1,,%s score! What an excellent free-kick by %s!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY31_VARIANT1,,GOAL to %s. Brilliantly taken curling free-kick by %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY32_VARIANT1,,GOAL to %s. %s curled that around the keeper wonderfully!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY33_VARIANT1,,GOAL to %s. An excellent free-kick from distance by %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY34_VARIANT1,,GOAL to %s! That was a wonderful free-kick by %s!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY35_VARIANT1,,A fantastic goal by %s (%s) but it won't stand. An infringement was spotted by the linesman.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY36_VARIANT1,,"Wonderful GOAL by %s (%s), but it has been disallowed by the ref!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY37_VARIANT1,,GOAL! A brilliant finish by %s (%s) - but it won't count! The ref must have spotted an infringement!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY38_VARIANT1,,GOAL to %s (%s)! Or is it? No goal! It's been disallowed for some reason!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY39_VARIANT1,,%s (%s) is celebrating a GOAL but the referee isn't allowing it to stand!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY4_VARIANT1,,That's a yellow card for %s (%s) - he went in late!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY40_VARIANT1,,%s (%s) thought that was a goal but it has been disallowed for offside! Good spot linesman!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY41_VARIANT1,,A great attempt by %s (%s) unfortunately for him the goalkeeper was able to match it!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY42_VARIANT1,,%s (%s) puts in a great shot but the keeper was able to keep it out.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY43_VARIANT1,,Good effort by %s (%s) but the keeper was prepared.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY44_VARIANT1,,An awesome shot by %s (%s) but the keeper had it covered.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY45_VARIANT1,,Fantastic effort by %s (%s). The keeper made a great save though.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY46_VARIANT1,,That was a brilliant attempt by %s (%s). The keeper did really well to keep that out.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY47_VARIANT1,,"%s limps off the pitch, %s bring %s on to replace him.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY48_VARIANT1,,"%s is going off injured, %s are now down to %d men.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY49_VARIANT1,,%s (%s) isn't looking he can continue much longer.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY5_VARIANT1,,%s (%s) has been booked for dangerous play. There didn't look to be too much wrong with that though.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY50_VARIANT1,,"%s (%s) seems badly injured, his manager is going to have to take him off.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY51_VARIANT1,,%s (%s) is injured. Surely he must be replaced.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY52_VARIANT1,,%s has picked up a bad knock. %s are going to have to make a change.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY53_VARIANT1,,%s isn't going to be able to continue with that injury. %s are going to have to make a substitution.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY54_VARIANT1,,%s (%s) is going to have to come off. He looks in agony.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY55_VARIANT1,,%s (%s) looks like he's picked up a painful injury. He's trying to struggle on though.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY56_VARIANT1,,%s (%s) is trying to run off that knock.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY57_VARIANT1,,%s (%s) has picked up an injury. It seems that he is going to try and play on though.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY58_VARIANT1,,%s (%s) seems to be limping a bit after that last challenge.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY59_VARIANT1,,%s (%s) is hobbling a bit after that last tackle!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY6_VARIANT1,,%s's (%s) name is going in the book for that rash challenge.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY60_VARIANT1,,%s (%s) looks like he's picked up an injury. At the moment he seems to be trying to continue though.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY61_VARIANT1,,%s are making a replacement. %s is coming on for %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY62_VARIANT1,,%s are changing things around. %s is coming on for %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY63_VARIANT1,,%s are bringing on %s for %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY64_VARIANT1,,It looks like %s have decided to make a change. %s is replacing %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY65_VARIANT1,,"%s are making a switch, %s is replacing %s.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY66_VARIANT1,,%s are making a change. %s is going to replace %s.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY67_VARIANT1,,"%s are making a change, %s is coming on, and %s is taking an early bath.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY68_VARIANT1,,%s (%s) has finally been booked for his persistent fouling.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY69_VARIANT1,,The referee has decided to book %s (%s) for dissent.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY7_VARIANT1,,That was a bad challenge by %s (%s) and he has rightly been booked for it.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY70_VARIANT1,,"%s (%s) has been sent packing by the ref, that's his second bookable offence.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY71_VARIANT1,,That's a second yellow for %s (%s) and he's already walking towards the dressing room.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY72_VARIANT1,,"GOAL to %s, %s was unlucky to deflect that effort into his own goal!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY73_VARIANT1,,"What a brilliant move by %s, finished off beautifully by %s.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY74_VARIANT1,,%s score thanks to a deflection of %s's shot by a defender.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY75_VARIANT1,,GOAL! %s will be pleased %s managed to keep his cool to slot that home past the keeper!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY76_VARIANT1,,GOAL to %s. %s remained calm and finished it well.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY77_VARIANT1,,GOAL! %s's %s turns and strikes the ball home brilliantly.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY78_VARIANT1,,GOAL! %s's %s cheekily lobs the ball over the keeper - what a great goal!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY79_VARIANT1,,%s have scored! %s hit that sweetly into the top corner.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY8_VARIANT1,,%s (%s) has gone into the book for that silly behaviour!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY80_VARIANT1,,GOAL to %s! What a thunderous strike by %s!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY81_VARIANT1,,%s have scored! %s was in the right place at the right time!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY82_VARIANT1,,GOAL to %s! %s rose above the defenders to head that in!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY83_VARIANT1,,GOAL to %s. %s placed that brilliantly with his head!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY84_VARIANT1,,GOAL to %s. %s thought he'd missed but the ball somehow found its way into the net!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY85_VARIANT1,,%s celebrate that GOAL - %s with a perfectly taken free-kick!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY86_VARIANT1,,"%s were celebrating %s putting the ball in the net, but it's been disallowed for offside!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY87_VARIANT1,,"GOAL to %s (%s), but the linesman is flagging! The goal won't count!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY88_VARIANT1,,What great reactions by the keeper to save the effort by %s (%s).,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY89_VARIANT1,,Brilliant block by the keeper as %s (%s) looked to have scored!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY9_VARIANT1,,"A late challenge by %s (%s), he can't be surprised to receive a booking for that!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY90_VARIANT1,,"The keeper dives at %s's (%s) feet to retrieve the ball, what great keeping!",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY91_VARIANT1,,The keeper manages to save %s's (%s) effort.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY92_VARIANT1,,%s (%s) can't believe it as it is just cleared off the line!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY93_VARIANT1,,%s (%s) places the ball past the keeper but it's cleared off the line. Great defending!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY94_VARIANT1,,%s's (%s) shot almost finds the net but is kept out thanks to some brilliant defending!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY95_VARIANT1,,"%s (%s) has his effort cleared, he'll be disappointed as the keeper was stranded in no man's land.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY96_VARIANT1,,The keeper was beaten by %s's (%s) shot but the ball rebounded off the crossbar to safety!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY97_VARIANT1,,%s (%s) can't believe his luck as the ball hits the post!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY98_VARIANT1,,%s (%s) is denied by the post!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY99_VARIANT1,,A great effort by %s (%s) but it hits the post!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYKICKOFF_VARIANT1,,%s kick things off.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET1_VARIANT1,,A great attempt by %s (%s) that was only just off target.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET10_VARIANT1,,%s (%s)'s shot had the keeper scrambling as it just sailed past the post.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET11_VARIANT1,,%s (%s) looks disappointed as he puts his shot slightly wide.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET2_VARIANT1,,A wonderful attempt by %s (%s) that should have been a goal.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET3_VARIANT1,,%s (%s) will be disappointed he couldn't hit the target from there.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET4_VARIANT1,,%s (%s) should have done better with that attempt!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET5_VARIANT1,,%s (%s) should have at least made the keeper work on that attempt!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET6_VARIANT1,,%s (%s) would be expected to hit the target from there.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET7_VARIANT1,,%s (%s) will be in trouble with his manager for not hitting the target.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET8_VARIANT1,,%s (%s) puts his effort into row Z!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARYOFFTARGET9_VARIANT1,,%s (%s) completely scuffs it!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Latest additions from engine,,,,,,,,,,,,,,,,,,,,,,,,
WARNSQUADSMALLINPOSNAN,,The board strongly advise you to buy an %s as an injury in this position could cause real problems.,,,,,,,,,,,,,,,,,,,,,,,
WARNNOGKCOVER,,The board strongly advise you to buy or bring in on loan another goalkeeper as an injury in this position could cause real problems.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
CLEAR,,Clear,,,,,,,,,,,,,,,,,,,,,,,
LEAGUEPOSITIONB,,Position per Match,,,,,,,,,,,,,,,,,,,,,,,
NUM_MATCHES,Number of matches,No. Matches,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
GOALIE,,Goalie,,,,,,,,,,,,,,,,,,,,,,,
DEFENSE,,Defense,,,,,,,,,,,,,,,,,,,,,,,
MIDFIELD,,Midfield,,,,,,,,,,,,,,,,,,,,,,,
ATTACK,,Attack,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DIALOG_OK,,OK,,,,,,,,,,,,,,,,,,,,,,,
DIALOG_YES,,YES,,,,,,,,,,,,,,,,,,,,,,,
DIALOG_NO,,NO,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
COACH_DIALOG,,Are sure you wish the coach to pick the squad as you will lose your current choices?,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Latest additions from Game (16/4/2008),,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_ENDS_GAME_DIALOG,Dialog message asking the user to confirm entering edit mode.,Entering edit mode will end your current game. Are you sure you wish to enter edit mode?,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_CONFIRM_RESET_DIALOG,Dialog message asking the user to confirm that they wish to reset all player/club names.,Are you sure you wish to reset all player and club names?,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_RESET_COMPLETED_DIALOG,Displayed after the user has reset edit mode data.,The edit mode data has been reset.,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_TOO_MANY_CLUB_NAMES_DIALOG,Displayed if the user has reached the limit of the number of club names that can be modified.,"You have reached the limit of club names that can be edited. To edit this club's name, you must first reset another club's name.",,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_TOO_MANY_PLAYER_NAMES_DIALOG,Displayed if the user has reached the limit of the number of player names that can be edited.,"You have reached the limit of player names that can be edited. To edit this player's name, you must first reset another player's name.",,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_SAVE_CHANGES_BUTTON,Button text in the edit mode screen.,Save,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_CANCEL_CHANGES_BUTTON,Button text in the edit mode screen.,Cancel,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_EDIT_CLUB_NAME_BUTTON,Button text in the edit mode screen.,Edit Club,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_EDIT_PLAYER_NAME_BUTTON,Button text in the edit mode screen.,Edit Player,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_RESET_ALL_BUTTON,Button text in the edit mode screen.,Reset All,,,,,,,,,,,,,,,,,,,,,,,
EDIT_NAME_SAVE_CHANGES_BUTTON,Button text in the edit name screen.,Save,,,,,,,,,,,,,,,,,,,,,,,
EDIT_NAME_CANCEL_CHANGES_BUTTON,Button text in the edit name screen.,Cancel,,,,,,,,,,,,,,,,,,,,,,,
EDIT_NAME_RESET_BUTTON,Button text in the edit name screen.,Reset,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INJUREDPLURAL,,Inj %d weeks,,,,,,,,,,,,,,,,,,,,,,,
SUPSENDEDPLURAL,,Sus %d matches,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Latest additions from Game (30/4/2008),,,,,,,,,,,,,,,,,,,,,,,,
CANT_RETURN_TO_CLUB_THAT_SACKED_YOU_DIALOG,Dialog message indicating to the user that they cannot return to the club that most recently sacked them.,"You cannot select that team, as you have just been sacked by them.",,,,,,,,,,,,,,,,,,,,,,,
QUIT_TO_MAIN_MENU_BUTTON,"A button that pops up when the user is sacked, allowing them to end the game if they choose.",Exit Game,,,,,,,,,,,,,,,,,,,,,,,
QUIT_TO_MAIN_MENU_CONFIRMATION_DIALOG,"Dialog message that pops up when the user tries to quit to the main menu, confirming their choice.",Are you sure you wish to exit the game and return to the main menu?,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Latest additions from Game (4/5/2008),,,,,,,,,,,,,,,,,,,,,,,,
EDIT_MODE_ONLY_AFFECTS_NEW_GAME_DIALOG,"Dialog explaining to the user that the Edit Mode only affects new games, and not existing ones.",Changes made in Edit Mode will only be seen in new games. The existing saved game will not be affected. Do you wish to continue?,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Latest additions from Game (6/5/2008),,,,,,,,,,,,,,,,,,,,,,,,
GAME_MENU_QUIT_TO_MAIN_MENU_CONFIRMATION_DIALOG,"Dialog message that pops up when the user selects the ""Back to Main Menu"" option from the in-game menu.","If you return to the main menu, you will lose any unsaved progress you have made. Are you sure you wish to continue?",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Latest additions from Game (6/5/2008),,,,,,,,,,,,,,,,,,,,,,,,
YELLOW_SINGLE_CHAR,Shortest abbreviation for yellow cards.,Y,,,,,,,,,,,,,,,,,,,,,,,
RED_SINGLE_CHAR,Shortest abbreviation for red cards.,R,,,,,,,,,,,,,,,,,,,,,,,
OVERALL_SINGLE_CHAR,Shortest abbreviation for overall/total.,O,,,,,,,,,,,,,,,,,,,,,,,
LEAGUE_SINGLE_CHAR,Shortest abbreviation for league goals.,L,,,,,,,,,,,,,,,,,,,,,,,
CUP_SINGLE_CHAR,Shortest abbreviation for cup goals.,C,,,,,,,,,,,,,,,,,,,,,,,
MATCH_DONE_TEXT,Text that is displayed in a modal dialog when the match has finished.,The match has ended.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,New Penalty shoot out strings (13/5/2008),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTSTART,,"It's all square at full time, the game will go to penalties.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUT1,,%s steps up.,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUT2,,%s calmly places the ball on the spot.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTSCORES1,,% hits it past the goalkeeper with ease.,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTSCORES2,,"% strikes it low and hard, into the bottom corner of the net.",,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTSCORES3,,The goalkeeper had no chance with that one from %s.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTMISS1,,"Oh dear, %s hit that one badly, it goes wide.",,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTMISS2,,"No, %s hits the bar.",,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTMISS3,,"%s shoots far too high, it's gone over.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTSAVE1,,%s strikes it straight at the goalie.,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTSAVE2,,"Fantastic save, %s will be disappointed with that.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTMUSTSCORE1,,%s must score from this one to keep %s in the match.,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTMUSTSCORE2,,"If %s scores, it's all over.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
PENALTYSHOOTOUTWIN,,%s win %d-%d.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,New Options strings (18/5/2008),,,,,,,,,,,,,,,,,,,,,,,,
OPTIONS_MENU_CANCEL_CONFIRMATION,"Confirmation dialog that appears if the user presses the Cancel button in the Options screen, but has unsaved changes.",The settings changes you made will be discarded. Are you sure you wish to cancel?,,,,,,,,,,,,,,,,,,,,,,,
INMATCH_REPLAYS,Caption for a checkbox indicating whether or not the user wants to see in-match replays.,In-match replays,,,,,,,,,,,,,,,,,,,,,,,
CROWDVOLUME,Caption for a slider indicating the level at which the user wishes to hear crowd noise.,Crowd Volume,,,,,,,,,,,,,,,,,,,,,,,
MATCHSPEED,Caption for a slider indicating match speed ,In-match speed,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,New strings (19/5/2008),,,,,,,,,,,,,,,,,,,,,,,,
GOALMARQUEE,String displayed when a goal is scored during a match.,GOAL!,,,,,,,,,,,,,,,,,,,,,,,
OWNGOALMARQUEE,String displayed when an own goal is scored during a match.,OWN GOAL!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,New strings (21/5/2008),,,,,,,,,,,,,,,,,,,,,,,,
TOTALINCOME,Field label in the Accounts screen.,Total Income,,,,,,,,,,,,,,,,,,,,,,,
TOTALEXPENDITURE,Field label in the Accounts screen.,Total Expenditure,,,,,,,,,,,,,,,,,,,,,,,
CLUBBALANCELABEL,Field label in the Accounts screen.,Club Balance,,,,,,,,,,,,,,,,,,,,,,,
BORROWAMOUNT,Field label in the Accounts screen.,Borrow Amount,,,,,,,,,,,,,,,,,,,,,,,
REPAYAMOUNT,Field label in the Accounts screen.,Repay Amount,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,New strings (22/5/2008),,,,,,,,,,,,,,,,,,,,,,,,
COMPETITION,Field label in the League Fixture screen.,Competition,,,,,,,,,,,,,,,,,,,,,,,
DATE_PLAYED,Field label in the League Fixture screen.,Date Played,,,,,,,,,,,,,,,,,,,,,,,
ATTENDANCE,Field label in the League Fixture screen.,Attendance,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INJURYTIMESINGLE,,The 4th Official indicates only 1 minute of injury time to be played,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
GOALIE_CAP,,GOALIE,,,,,,,,,,,,,,,,,,,,,,,
DEFENSE_CAP,,DEFENSE,,,,,,,,,,,,,,,,,,,,,,,
MIDFIELD_CAP,,MIDFIELD,,,,,,,,,,,,,,,,,,,,,,,
ATTACK_CAP,,ATTACK,,,,,,,,,,,,,,,,,,,,,,,
MSTATPERCENT_CAP,,PERCENTAGE OF PLAY,,,,,,,,,,,,,,,,,,,,,,,
SKILL_SINGLE_CAP,,SKILL,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
BOTH,,Both,,,,,,,,,,,,,,,,,,,,,,,
NOTSPECIFIED,,N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
FULLTIME_EXTRA,,End of Extra Time,,,,,,,,,,,,,,,,,,,,,,,
HALFTIME_EXTRA,,End of first Extra Time period,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
